"jobListingId" "flag" "salary_est" "review" "size" "industry" "revenue" "description"
3041115725 0 109 4.3 "201 to 500 employees" "Internet" "$25 to $50 million (USD) per year" " Here at 1stdibs one of our core values is 'Say It With Data' and we are looking for an exceptional Senior Analyst - Business Intelligence to join our Business Intelligence team. Our Google Analytics implementation is a complex and exciting challenge to take on. Our core business has aligned itself around Google Analytics segmentation and the success of these teams come from the strength of our Google Analytics implementation.  In this role, you will have the opportunity to learn and develop expertise around how a luxury e-commerce marketplace leverages web analytics to drive decisions. To succeed, you will have an intimate familiarity with Google Analytics and you will be an expert in translating new product features into tracking requirements. You will develop and refine your business acumen by constantly balancing the needs of technical implementation, feature optimization and analytical measurement.  This is an exciting role with lots of room for development as we haven't yet reached our full potential with Google Analytics. This role and the wider Business Intelligence team is the mechanism for how we 'Say It With Data' within our company and as such, this is a high visibility and high impact position, with regular exposure to top management What you'll doTake ownership over tagging, implementation and reporting of Google AnalyticsDevelop best practices for ongoing application of tag management solutionsWork closely with various cross-functional stakeholders such as ecommerce, performance marketing, content, technology, product and advertising to capture the data needed to drive business decisions.Validate accuracy and completeness of data captured, and maintain technical documentationPartner with Analytics team to ensure captured data meet the reporting/dashboarding requirementsReview data trends post-implementation to confirm accuracy and identify anomaliesAssist Analytics in automating reporting and data requestsWhat you'll bringB.A. in computer science, business analytics or a quantitative field2-5 years of experience with Google Analytics, Google Tag Manager, tracking data etcAbility to translate and document business requirements into site tracking and reporting guidelinesAbility to identify | interpret trends and anomalies in data and troubleshoot accordinglyAbility to think critically about problems to identify root causeStrong organizational skills | attention to detail and capacity to manage multiple projects simultaneouslyExceptional verbal and written communication skillsFront-end development experience (HTML | Javascript | DOM)Nice to haves:Experience with debugging tools such as Chrome Debugger, Fiddler, HTTPWatch, etc.Experience with querying languages (SQL) and some flavor of database (relational or otherwise)Experience with version control (Github) 1stdibs is the world's largest online luxury marketplace for rare and desirable objects. It has become the go-to source for the world's leading interior designers and consumers to find antiques, furniture, jewelry, vintage fashion and fine art.  Backed by Benchmark Capital, Insight Venture Partners, Index Ventures, Spark Capital and Alibaba, 1stdibs is a unique blend of expert curators and seasoned Internet executives from companies including eBay, Gilt, Google, FreshDirect, Mlb.com, Shutterfly, and Twitter. 1stdibs is an equal opportunity employer. We celebrate diversity and we are committed to creating an inclusive environment for all employees."
3041240540 0 126 3.3 "1001 to 5000 employees" "Legal" "$50 to $100 million (USD) per year" "With over 57 offices and over 800 attorneys, Jackson Lewis P.C. is a nationwide law firm working almost exclusively in workplace law. The Firm was named the 2017 Employment Law— Management Law Firm of the Year. The Firm is ranked by U.S. News - Best Lawyers® \"Best Law Firms\" as First Tier in the categories of Labor and Employment Litigation, and in Employment Law and Labor Law on behalf of Management.Jackson Lewis is seeking a Data Scientist to join a growing team of data scientists who are building the future of workforce law and legal analytics.Duties and Responsibilities:As a member of the a newly formed data science team, you will help develop new technologies to explore proprietary in-house data, and to empower our clients to leverage the data they maintain to better manage their workplaces and, in-turn, help our attorneys provide first-in-class legal services.The successful candidate will work as part of a small team of data scientists to build tools and applications that will be used by both internal and external clients to, for example, predict employee attrition, investigate pay practices and evaluate the likelihood of pay disparities between protected employees, predict case outcome and quantitatively summarize case-histories, evaluative the characteristics of risky commination's (from a legal point of view) within organizations, assess selection decision disparities between protected employees, among many others.The successful applicant will be skilled in developing libraries for quantities analyses and interactive dashboards that take advantage of these libraries in a web-application framework.* * *Skills and Educational RequirementsA minimum of M.S. degree in data science, statistical modeling or related field is required. A public (or private) work portfolio demonstrating mastery over the application of quantitative ideas in the context of building data products would also be qualifying.2 - 3 years of experience writing code and libraries/modules in R, Python, C or C++ for the purposes of data analysis.1 - 3 years of experience usingStatistical methods for hypothesis testingMachine learning techniques for regression and classification tasksMethods and technologies for analyzing textual data (NLP)Network analysis to obtain some insight from networked data.1 - 2 years of experience developing production-scale tools and applications with web-application frameworks such as Flask, Shiny, Django etc.Superior communication skills is a must, you must be able to describe complex concepts in a clear and concise manner; as well as visualize and tell a compelling story with the data.Experience using or developing distributed algorithms is a plus.* * *We offer a competitive starting salary and a comprehensive benefits package, along with opportunity for growth. We are an equal opportunity (M/F/V/D) employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender, age, religion, disability, sexual orientation, veteran status, marital status or any other characteristics protected by law."
3042737030 0 136 3.3 "51 to 200 employees" "Brokerage Services" "$50 to $100 million (USD) per year" " Job DescriptionWe are seeking a data scientist to aid us in discovering valuable insights hidden in the vast amounts of data we generate daily to help the business make smarter decisions.  Your primary focus will be in applying data mining techniques, doing statistical analysis and building high quality machine learning models. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking, problem-solving skills and a passion for machine-learning and data mining are required.ResponsibilitiesManage pre-processing of structured and unstructured data.Cleanse, and verify the integrity of data used for analysis.Mine data using state-of-the-art methods.Enrich company’s data with third party sources of information when needed.Enhance data collection procedures to include information that is relevant for building analytical systems.Build predictive, classification, recommendation and anomaly detection models.Develop internal A/B testing procedures.Select appropriate features, build and optimize classifiers using machine learning techniques.Present information using intuitive data visualization techniques.Perform ad-hoc analysis and present results in a clear manner.Propose data driven solutions and strategies to business challenges.Collaborate with technology and product development teams. Skills and QualificationsMinimum 3 years’ overall experience with at least 2 years of experience in data science/machine learning.Excellent understanding of machine learning techniques and algorithms, such as K-NN, Naive Bayes, SVM, Decision Trees, Random forests, Linear Regression, Neural networks etc.Experience with common data science toolkits, such as R, Weka, NumPy, scikit-learn, MatLab, Rapidminer etc. Excellence in at least one of these is a must.Stellar applied statistics skills such as distributions, statistical testing, regression, etc.Some experience with data visualization tools, such as D3.js, GGplot, etc. preferred.Proficiency in using query languages such as SQL, Hive, Pig is preferred.Experience with NoSQL databases, such as MongoDB, Cassandra, HBase is preferred.Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop) is preferred.Data-driven mindset with good communication skills.Must be a confident self-starter who can completely own the delivery of high value work products.Ability to analyze problems in detail and develop solutions.Must be a self-sufficient, flexible, and motivated team player capable of managing several activities simultaneously.Financial industry experience preferred. EducationB.S. in Computer Science, Engineering or other relevant field required.Master’s in Data Science or other quantitative field preferred."
3043077321 1 116 3.6 "501 to 1000 employees" "Internet" "Unknown / Non-Applicable" " Zocdoc is seeking an ambitious, detail-oriented individual to work with our Business Intelligence and Product Management teams. You will be responsible for partnering closely with our Product Management teams to define, execute and manage that team's data and analytics strategy. You will use a scientific approach to help teams identify what aspects of their business lines are most important, and how to improve them. This job will not only entail reporting and analysis, but also data-pipeline development and maintenance. What You'll Do:Collaborate with business partners to drive their data strategy, which includes; managing KPIs and funnel metrics with associated reporting; deep dive analysis to perform root cause investigations and opportunity sizing; AB test support.Write queries and code to extract relevant data from various platforms.Collaborate with other analysts to maintain our dashboards, ensuring they are up-to-date, accurate, and fair representations of product performance.Automate and streamline existing analytics processes to maximize efficiency.Help ensure that data is accurate and consistent throughout the organization.Train teams how to leverage our data tools and assess whether their conclusions are valid.Work with engineering teams in tracking events that are critical to measuring company performance.Clearly communicate your findings to a range of stakeholders to inform and educate themWhat's Required:3+ years experience working with large data sets to extract and surface actionable findings.Degree in engineering, science, statistics, economics, finance or related technical field.Experience communicating to both technical and non-technical stakeholders.Proven track record of forming and executing on high-level business strategy.Advanced Excel skills including pivot tables, macros, charts, functions, and VBA modeling.Proficiency with SQL.Experience with data modeling in Tableau, Looker or data visualization tool.Experience with a Customer Data Platform tool is a plus (mParticle, Segment).Knowledge of Spark or Hive is a plus.MBA is a plus.Experience with Python or R a plus.Experience in Marketing and/or Ad Tech a plus."
3048064231 1 112 4 "51 to 200 employees" "Internet" "Unknown / Non-Applicable" " Newsela is an Instructional Content Platform that brings together engaging, accessible content with integrated assessments and insights to supercharge reading engagement and learning in every subject. We are dedicated to our mission to unlock the written word for everyone. More than five years since our launch, Newsela is already in 90% of schools, across all 50 U.S. states, in addition to being in over 180 countries. The result has been more engaged readers, and engaged readers are better learners.  As Newsela's usage in classrooms all over the world has grown, so has our focus on using data-driven analysis and results across every area of our business; in turn, this will make us more efficient and effective in helping students learn to read. We're looking to drive unprecedented gains in student literacy and looking for an analyst to help get us there. ResponsibilitiesAssist the Community Team (Customer Success Team) with building predictive models to help increase engagement and usage across our customer baseCreate dashboards and deliver insightsLead advanced analysis designed to increase operational efficienciesSupport the senior members of the Data Team in their effort to provide expert analysis to the companyDesign and analyze a variety of A/B testsWrite SQL queries to extract data, clean and analyze data in Python or R, and prepare presentationThe Ideal CandidateBachelor's degree in a quantitative field, including but not limited to mathematics, engineering, computer science, or economics.2+ years in a highly analytical role, including but not limited to business analyst, data analyst, or data scientist working for a company that develops software.1+ years of professional experience using SQL.1+ years of professional experience using a scripting language, including but not limited to Python or R.Demonstrated experience retrieving data, cleaning and preparing data for analysis, performing data analysis, and presenting and defending analysis.Demonstrated experience visualizing analysis (plus for working with high-dimensional data).Demonstrated experience explaining technical material to non-technical audiences.Some PlusesMaster's degree in a quantitative fieldStrong statistical and mathematical backgroundExperience with any business intelligence tool (e.g. Looker, Chartio, Tableau, etc.)Presenting or visualizing insights involving high dimensional dataBackground in EconomicsExtremely detailed oriented.Newsela is strongly committed to the principle of equal opportunity for all individuals. Newsela will make all employment decisions without unlawful discrimination on the basis of race, color, religion, sex, sexual orientation, national origin, age, disability, veteran status, or any other status protected by law."
3050825840 1 109 4.2 "1001 to 5000 employees" "Enterprise Software & Network Solutions" "$500 million to $1 billion (USD) per year" " Medidata is leading the digital transformation of life sciences with the world's most-used platform for clinical development, commercial and real-world data. Powered by artificial intelligence and delivered by #1 ranked industry experts, the Intelligent Platform for Life Sciences helps pharmaceutical, biotech, medical device companies and academic researchers accelerate value, minimize risk and optimize outcomes. Medidata serves more than 1,000 customers and partners worldwide and empowers more than 100,000 certified users every day to create hope for millions of patients. Discover the future of life sciences: www.mdsol.com  We know that diverse teams win and are fully committed to selecting leaders and employees that represent the markets in which we operate. We are still led by our Co-founders, Tarek Sherif and Glen de Vries, and have global operations in US, Europe and Asia with over 2000 employees. Your Mission:Designs, develops and manages activities for a specific product or group of products from product definition and planning through production, release, and end of lifeServes as the central resource with design, process, manufacturing, test, quality and marketing as the product(s) move to production and distributionInvolvement lasts throughout all stages of a product’s lifecycle including modifications, upgrades and maintenance of the product or product lineYour Competencies:Developing professional expertise, applies company policies and procedures to resolve a variety of issuesWorks on problems of moderate scope where analysis of situations or data requires a review of a variety of factors. Exercises judgment within defined procedures and practices to determine appropriate actionBuilds productive internal/external working relationshipsNormally receives general instructions on routine work, detailed instructions on new projects or assignmentsYour Education & Experience:Typically requires a Bachelor’s degree and a minimum of 2 years of related experience; or an advanced degree without experience; or equivalent work experience Medidata is making a real difference in the lives of patients everywhere by accelerating critical drug and medical device development, enabling life-saving drugs and medical devices to get to market faster. Our products sit at the convergence of the Technology and Life Sciences industries, one of most exciting areas for global innovation. Nine of the top 10 best-selling drugs in 2017 were developed on the Medidata platform.  Medidata’s solutions have powered over 14,000 clinical trials giving us the largest collection of clinical trial data in the world. With this asset, we pioneer innovative, advanced applications and intelligent data analytics, bringing an unmatched level of quality and efficiency to clinical trials enabling treatments to reach waiting patients sooner.  Medidata Solutions, Inc. is an Equal Opportunity Employer. Medidata Solutions provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability status, protected veteran status, or any other characteristic protected by the law. Medidata Solutions complies with applicable state and local laws governing non-discrimination in employment in every location in which the company has facilities.  #LI-SS1"
3055690252 0 136 3.6 "10000+ employees" "Banks & Credit Unions" "$10+ billion (USD) per year" "Job Description: Business Intelligence / Reporting & Analytics Senior Business Support Manager GBAM Technology / Risk & Finance Technology COO  About The Team  Global Banking & Markets (GBAM) Technology and Risk & Finance Technology (ERFT) provides end-to-end technology solutions and support for Global Banking and Global Markets businesses (includes: Equities, Electronic Trading, Fixed Income, Rates, Currencies, Credit, Commodities, Structured Products, and Wholesale Banking and Research) and for Risk and Finance.  The COO team manages the overall business operations for GBAMT and ERFT, which includes the following functions: Financial ManagementResource ManagementRisk ManagementPortfolio ManagementPeople StrategyReporting and Analytics Your Role  The central GBAM Technology / Risk & Finance Technology COO team is seeking a Senior Business Intelligence / Reporting Analytics Manager to help us accelerate our efforts in developing data governance, analytics and reporting. We are looking for people who are passionate about helping us use data to assess risk, pressure test controls or assumptions and contribute to a decision making framework that will allow our teams to be more agile, consistent, efficient and aware.  Primary Responsibilities: Interacts directly with the GBAM Technology/Risk and Finance Technology CIO, COO, Senior Leaders and support partners in identifying business intelligence needsContinuous review of data sources and business metrics to assess quality, integrity and appropriate useTranslate ambiguous business problem statements into requirements. Work with internal teams to define best output based on expressed stakeholder needsRecognize and adopt best practices in reporting and analysis; data integrity, test design, analysis, validation and documentationMonitor and troubleshoot operational or data issues in data pipelinesOwn the design, development, and maintenance of scalable solutions for ongoing metrics, reports, analyses, dashboards, visualizations etc. to support analytical and business needs.Learn and understand the data sources available and know when, how, and which to use and which not to use What Youll Bring: 10+ years of Business Intelligence / Reporting & Analytics experienceBA/BS in Computer Science, Engineering, Mathematics or related fieldsMBA preferredDemonstrated strength in SQL, data modeling, ETL development, and data warehousingKnowledge and direct experience using business intelligence reporting tools. (e.g. OBIEE, Cognos, Tableau, QuickSight, MicroStrategy, SSAS Cubes, etc.)Strong ability to communicate (written and verbal) with internal and external leadersMust have discerning judgment, able to breakdown the processes contributing to the data composition and extraction, identifying potential failure modes to each process and implement solutions to prevent or detect failures when they occur.Excellent relationship, team building and facilitation skills with the ability to drive collaborations across diverse groupsSuperior leadership, problem solving and organizational skills; strong attention to detailsAbility to balance multiple and competing priorities in an extremely fast paced environmentProven analytical, logical reasoning and problem solving skills; courage to challenge a status quoCommercial awareness and understanding of business and technical environmentsExposure and experience with advanced analytical and statistical techniques would be a plus Location: US-NJ-Jersey City Shift:1st shift (United States of America)Hours Per Week:40"
3055952819 0 109 3.3 "51 to 200 employees" "Financial Transaction Processing" "Unknown / Non-Applicable" "About Us Venmo was founded on the principles of breaking down the intimidating barriers around financial transactions to make them intuitive, friendly, and even fun. And it worked: people love sending money with Venmo, and we're growing by leaps and bounds!  But we're only just getting started. We want to take that magic of sending money with Venmo and cascade it into every place where people use money. That means connecting people to their money in the most intuitive and fun way possible, then connecting people with each other. Users already love Venmo, but we know there are lots of things we haven't thought of to make the experience of using Venmo even more delightful and valuable. All that's going to take a lot of figuring out. Let's figure it out together! Data Analytics at Venmo Analytics plays a crucial role across Venmo. We approach problems inquisitively and with a desire to find solutions in our data. We believe that Analytics should drive business decisions across the company in order to keep our product simple, joyful, and delightful. The RoleResponsible for managing a team to drive the data driven decisions for a core business initiative at VenmoMotivate, lead, coach, and mentor team of analystsEnsure the timely delivery of data initiatives while continually raising the barEncourage technical and organizational innovation while managing realistic deadlinesFoster a collaborative attitude within the team and across the broader Venmo organizationPlay a key role in people-related initiatives including recruiting, onboarding, performance reviews, training, career advancement, etc. As an Analytics lead, you'll drive critical business decisions, build out our analytical capabilities, and work on perplexing problems. You'll be a thought leader for a small team and work to surpass goals through site optimization of data and experimentation. Day-to-Day ResponsibilitiesLeading a team of analysts and ensure proper development and growth in their careersProvide strategy and recommendations for your team and clientsDesign and analyze experiments to support product developmentDefine and evaluate key metrics and understand what moves them and whyWhat we're looking for7+ years of experience in business analytics, consulting, data science, and/or business intelligence1-2 years experience managing a small teamSQL guru, and working knowledge of Python or RPassionate about data quality and consistencyValues quality and reproducibility as a cornerstone of data scienceStrong analytical intuition and business acumenAbility to articulate insights, influence the decision making process, all the while successfully building productive working relationships with cross functional teamsAbility to manage competing priorities into a roadmap and align a team around these initiatives with a focus on impact We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don't hesitate to apply."
3055963540 1 136 3.8 "201 to 500 employees" "Internet" "Unknown / Non-Applicable" "Type: Full TimeWho we are: We are Dataminr. We deliver real-time, actionable alerts that are derived from vast amounts of publicly available information. Our clients are the first to know about high-impact events and critical breaking information, giving them the opportunity to act faster and stay one step ahead when every second counts. We are a mission-driven company committed to the power of real-time information as a force for good in the world.  Our groundbreaking AI and machine learning technology cuts through the noise in an increasingly complex landscape by detecting, classifying, and determining the significance of public information. Headquartered in NYC, Dataminr has revolutionized the way that global news, finance, public sector, corporate security and PR/communications professionals know and act on critical, relevant information to protect people, assets and brands.  Along the way, we've grown to over 450 talented employees across six global offices, raised over $570 million from leading venture and growth technology investors, and been referred to as the \"super tool of journalists and hedge funds.\" We've received numerous awards and accolades from our clients, including recognition from CNBC as one of the world's 50 most disruptive private technology companies in 2016 and joining Forbes' definitive list of the top 100 private cloud companies in the world, in 2017 and 2018.  A career at Dataminr offers the ability to make a meaningful impact at a rapidly growing tech company with a startup culture, while being supported by the experience of a company founded in 2009. We value ownership, curiosity and drive on an individual level and live these values every day. We empower everyone to have a voice at the table and regularly invest in professional development. Our culture promotes cross team interaction, work-life balance and the sharing of information and ideas because it enables us to do our best work and have fun. Who you are: You're an experienced and technical Senior Business Intelligence Analyst interested in applying your quantitative skills to challenging questions within a data-intensive, information SAAS business that drives innovation across multiple sectors. You have worked closely with senior executives in a highly analytical role (data analysis and visualization, business or marketing analysis, optimization problems) understanding and refining key metrics and their relationships to measure business success. You develop warm relationships with stakeholders and enjoy helping them understand metric trade-offs as you drive influential decisions forward and create impactful change. You excel when you are extracting meaning from complex and big datasets and you have ample technical experience with optimizing SQL, BI platforms, and using Python and R to transform granular event data into aggregated insights [bonus for experience with Spark, SCALA, Redshift, Vertica or Presto]. You communicate your insights both verbally and visually, you are comfortable managing your own work while juggling multiple priorities in a rapidly-growing organization and you naturally build effective partnerships across organizational and functional boundaries in order to deliver high-quality and impactful results. The opportunity: Data Analysts at Dataminr continuously improve the accuracy and efficiency of our analytics and reporting infrastructure. We drive process optimizations forward and provide an analytical framework for the insights that inform product, marketing, sales, and business decisions across the company. This is an opportunity to shape the next generation of our analytics platform including the evaluation of AI features. You'll work to refine what we measure and how we interpret and use that data to inform business decisions. To do this, you'll use a combination of 3rd party and homegrown BI tooling to transform raw data into meaningful insights informed by best practices in data governance and analytical techniques. You'll identify metrics that enable high quality understanding of the performance of the company's key initiatives and then work with our BI and Analytics Engineers to implement the corresponding custom metrics, dashboards and tooling that measure and track performance. You'll work with individual teams to enhance their use of data to improve efficiencies and you'll continually teach what you learn to others.  In the first month, you'll start off by learning the ropes, spending time with different parts of the company to understand how Dataminr works.get up to speed on our company metrics, our data structures and our BI tooling with overview sessions and deep dives with your team.contribute code to production systems. Within 3 months, you'll: Help to plan new metrics and refinements to existing metrics.share responsibility for BI projects with other members of your team.begin to take more of a role in helping others understand our BI strategy. Within 6 months, you'll: own BI initiatives that impact multiple teams.be influential in helping plan the next iterations of our BI tooling.bring new ideas to our engineering and BI processes to help us improve constantly.The way we work: To maintain our momentum, we need a talented, diverse team of people committed to the idea that real-time information can be a force for good in the world. We take initiative, ownership, and are accountable.We work urgently and thoughtfully and are driven to constantly improve.We share knowledge, consider varied perspectives, and assume positive intent.We are commercially minded and deliver measurable results.We maintain a sense of humor and humility.Our offering of competitive benefits and perks include:Company paid benefits for employees and their dependents, such as medical, dental, vision, disability and lifeFlexible spending account to be used for out-of-pocket medical, transit, parking and dependent care expenses401(k) savings plan with company matchingGenerous leaveDaily catered lunchA kitchen fully stocked with snacks and beveragesDiscounted Gym MembershipDataminr is an equal opportunity and affirmative action employer. Individuals seeking employment at Dataminr are considered without regards to race, sex, color, creed, religion, national origin, age, disability, genetics, marital status, pregnancy, unemployment status, sexual orientation, citizenship status or veteran status.#LI-ID"
3055966601 0 119 3.1 "51 to 200 employees" "Financial Transaction Processing" "Unknown / Non-Applicable" "About Us Venmo was founded on the principles of breaking down the intimidating barriers around financial transactions to make them intuitive, friendly, and even fun. And it worked: people love sending money with Venmo, and we’re growing by leaps and bounds!  But we’re only just getting started. We want to take that magic of sending money with Venmo and cascade it into every place where people use money. That means connecting people to their money in the most intuitive and fun way possible, then connecting people with each other. Users already love Venmo, but we know there are lots of things we haven’t thought of to make the experience of using Venmo even more delightful and valuable. All that’s going to take a lot of figuring out. Let’s figure it out together! Data Analytics at Venmo Analytics plays a crucial role across Venmo. We approach problems inquisitively and with a desire to find solutions in our data. We believe that Analytics should drive business decisions across the company in order to keep our product simple, joyful, and delightful. The RoleResponsible for managing a team to drive the data driven decisions for a core business initiative at VenmoMotivate, lead, coach, and mentor team of analystsEnsure the timely delivery of data initiatives while continually raising the barEncourage technical and organizational innovation while managing realistic deadlinesFoster a collaborative attitude within the team and across the broader Venmo organizationPlay a key role in people-related initiatives including recruiting, onboarding, performance reviews, training, career advancement, etc. As an Analytics lead, you’ll drive critical business decisions, build out our analytical capabilities, and work on perplexing problems. You’ll be a thought leader for a small team and work to surpass goals through site optimization of data and experimentation. Day-to-Day ResponsibilitiesLeading a team of analysts and ensure proper development and growth in their careersProvide strategy and recommendations for your team and clientsDesign and analyze experiments to support product developmentDefine and evaluate key metrics and understand what moves them and whyWhat we’re looking for7+ years of experience in business analytics, consulting, data science, and/or business intelligence1-2 years experience managing a small teamSQL guru, and working knowledge of Python or RPassionate about data quality and consistencyValues quality and reproducibility as a cornerstone of data scienceStrong analytical intuition and business acumenAbility to articulate insights, influence the decision making process, all the while successfully building productive working relationships with cross functional teamsAbility to manage competing priorities into a roadmap and align a team around these initiatives with a focus on impact We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don't hesitate to apply."
3056785630 1 89 3.5 "51 to 200 employees" "Internet" "$2 to $5 billion (USD) per year" " As a division of IAC (Nasdaq: IAC), IACA Mobile brings together a unique collection of award-winning mobile technology companies to form one of the largest developers of mobile applications in the world. From language (iTranslate) to communications (RoboKiller) to fitness (Daily Burn) to utilities (NOAA Weather Radar), IACA Mobiles companies count millions of subscribers and have hundreds of millions of downloads annually.  Apalon is a leading developer of Android and iOS mobile applications for businesses and consumers. With one of the most popular app portfolios in the world, Apalons products reach more than 20 million monthly active users and include well-known titles such as WeatherLive, NOAA Radar, My Alarm Clock, Emoji Keypad and many more. A unique blend of passion and skills are at the core of our companys DNA, driving our team to produce top-rated, award-winning mobile experiences for millions of people around the world. In 2015, Apalon applications were downloaded from iTunes more than 100 million times. The role Reporting to the Director of BI & Analytics, the Business Intelligence Analyst must have a strong understanding of mobile app implementation best practices across a variety of third party SDKs for both tracking, advertising, and attribution purposes. The candidate must demonstrate experience or capacity to deliver integrations in reporting across IAC Apps mobile companies. In order to succeed, you will need to collaborate and align with product and marketing stakeholders to translate end-customer into concrete analytics deliverables implemented into our applications. The Analytics Business Analyst should be proactively addressing, documenting, and aligning integrations hand in hand with developers to deliver business objectives across functional areas. ResponsibilitiesDocument, maintain, and extend existing mobile analytics and 3rd party tags/tools, including: Firebase, Adjust, Mixpanel, etc.Implement tagging for new site content and functionality while adhering to existing implementations and following vendor and industry best practicesMust be able to identify gaps in the current data capture strategy and collaboratively apply enhancements; Work with internal teams to identify data enrichment opportunitiesSupport Analytics, Data Engineering, and Data Science teams throughout each phase of the ETL and analysis process, including QA of new data implementationWrite and manage user stories and acceptance criteria pertaining to analytics implementationsProactively engage with product to track user behavior using available data to recommend improvements on the websiteKeep up to date on 3rd party tool upgrades/changes in order to proactively ensure data continuity. Report any potential impacts to internal teamsBe an expert at the data structure and metrics of the various data sources (be able to explain how/why they differ from one another)Required Skills3+ years experience implementing digital systems2+ years experience administering Mobile Analytics Infrastructure (MixPanel, Firebase, Segment, Flurry, etc.)2+ years working with 3rd party/vendor APIs & client SDKs2+ years SQL experienceExperience with ETL tools and their usage, with a variety of source system platforms3+ years in a data analytics, reporting, data science or business intelligence role with an ability to blend and analyze multiple data setsFamiliarity with A/B and MVT testing principles (Optimizely, LeanPlum, etc.)Familiarity with data visualization tools (Tableau, Looker, Power BI, etc.)Passion for mobile applications with a solid understanding of interactive channelsExcellent verbal and written communication skills, including expert Excel and data display presentation*We embrace our diversity and strive to create an inclusive environment for all."
3062194661 1 116 3 "501 to 1000 employees" "Internet" "Unknown / Non-Applicable" " Zocdoc is the tech company at the beginning of a better healthcare experience. Every day, we are driven by our mission to give power to the patient, building products and services that simplify and streamline the overall healthcare journey for patients and providers, delivering the modern healthcare experience they expect and deserve. Our forward-thinking approach prioritizes collaboration, agility, and continuous learning in service of our long-term vision. This has helped us drive significant innovation in a complex, slow-moving industry, and our talented team is looking for impact-minded individuals to join us as we continue to reimagine the healthcare experience.  Zocdoc is seeking an ambitious, detail-oriented individual to work with our Business Intelligence and Product Management teams. You will be responsible for partnering closely with our Product Management teams to define, execute and manage that team’s data and analytics strategy.  You will use a scientific approach to help teams identify what aspects of their business lines are most important, and how to improve them. This job will not only entail reporting and analysis, but also data-pipeline development and maintenance.  What You’ll Do: Collaborate with business partners to drive their data strategy, which includes; managing KPIs and funnel metrics with associated reporting; deep dive analysis to perform root cause investigations and opportunity sizing; AB test support.Write queries and code to extract relevant data from various platforms.Collaborate with other analysts to maintain our dashboards, ensuring they are up-to-date, accurate, and fair representations of product performance.Automate and streamline existing analytics processes to maximize efficiency.Help ensure that data is accurate and consistent throughout the organization.Train teams how to leverage our data tools and assess whether their conclusions are valid.Work with engineering teams in tracking events that are critical to measuring company performance.Clearly communicate your findings to a range of stakeholders to inform and educate them What’s Required: 3+ years experience working with large data sets to extract and surface actionable findings.Degree in engineering, science, statistics, economics, finance or related technical field.Experience communicating to both technical and non-technical stakeholders.Proven track record of forming and executing on high-level business strategy.Advanced Excel skills including pivot tables, macros, charts, functions, and VBA modeling.Proficiency with SQL.Experience with data modeling in Tableau, Looker or data visualization tool.Experience with a Customer Data Platform tool is a plus (mParticle, Segment).Knowledge of Spark or Hive is a plus.MBA is a plus.Experience with Python or R a plus.Experience in Marketing and/or Ad Tech a plus.About the Data Science Team  Zocdoc’s Data Science department is a team of curious, analytical humans who want to know the meaning of things. With the latest, greatest Big Data-processing engines, we distill the millions of patient-doctor interactions that happen every day into invaluable, healthcare-transforming insights. Working closely with BizOps and Product Engineering, we inform the decisions that allow Zocdoc to grow and do its job better—from helping our partners build healthy markets to inventing products that patients and providers can truly appreciate."
